REGISTRATION,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND,IS_SYNTHETIC
SYNTH-281,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-282,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-283,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-284,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-285,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-286,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-287,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-288,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-289,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-290,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-291,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-292,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-293,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-294,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-295,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-296,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-297,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-298,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-299,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-300,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-301,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-302,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-303,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-304,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-305,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-306,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-307,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-308,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-309,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-310,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-311,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-312,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-313,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-314,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-315,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-316,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-317,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-318,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-319,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-320,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-321,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-322,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-323,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-324,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-325,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-326,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-327,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-328,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-329,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-330,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-331,A320,SUSI AIR,COMMERCIAL,A1,True
SYNTH-332,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-333,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-334,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-335,A321,SUSI AIR,COMMERCIAL,A1,True
SYNTH-336,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-337,B737,SUSI AIR,COMMERCIAL,A1,True
SYNTH-338,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-339,ATR72,SUSI AIR,COMMERCIAL,A1,True
SYNTH-340,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-341,B738,SUSI AIR,COMMERCIAL,A1,True
SYNTH-342,ATR42,SUSI AIR,COMMERCIAL,A1,True
SYNTH-343,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-344,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-345,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-346,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-347,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-348,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-349,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-350,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-351,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-352,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-353,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-354,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-355,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-356,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-357,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-358,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-359,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-360,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-361,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-362,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-363,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-364,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-365,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-366,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-367,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-368,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-369,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-370,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-371,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-372,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-373,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-374,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-375,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-376,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-377,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-378,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-379,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-380,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-381,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-382,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-383,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-384,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-385,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-386,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-387,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-388,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-389,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-390,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-391,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-392,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-393,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-394,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-395,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-396,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-397,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-398,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-399,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-400,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-401,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-402,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-403,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-404,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-405,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-406,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-407,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-408,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-409,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-410,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-411,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-412,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-413,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-414,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-415,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-416,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-417,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-418,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-419,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-420,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-421,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-422,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-423,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-424,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-425,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-426,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-427,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-428,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-429,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-430,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-431,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-432,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-433,A321,SUSI AIR,COMMERCIAL,A2,True
SYNTH-434,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-435,ATR72,SUSI AIR,COMMERCIAL,A2,True
SYNTH-436,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-437,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-438,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-439,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-440,A320,SUSI AIR,COMMERCIAL,A2,True
SYNTH-441,B737,SUSI AIR,COMMERCIAL,A2,True
SYNTH-442,B738,SUSI AIR,COMMERCIAL,A2,True
SYNTH-443,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-444,ATR42,SUSI AIR,COMMERCIAL,A2,True
SYNTH-445,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-446,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-447,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-448,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-449,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-450,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-451,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-452,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-453,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-454,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-455,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-456,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-457,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-458,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-459,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-460,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-461,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-462,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-463,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-464,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-465,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-466,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-467,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-468,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-469,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-470,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-471,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-472,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-473,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-474,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-475,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-476,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-477,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-478,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-479,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-480,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-481,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-482,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-483,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-484,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-485,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-486,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-487,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-488,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-489,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-490,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-491,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-492,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-493,A320,SUSI AIR,COMMERCIAL,A3,True
SYNTH-494,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-495,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-496,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-497,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-498,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-499,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-500,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-501,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-502,B738,SUSI AIR,COMMERCIAL,A3,True
SYNTH-503,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-504,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-505,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-506,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-507,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-508,B737,SUSI AIR,COMMERCIAL,A3,True
SYNTH-509,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-510,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-511,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-512,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-513,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-514,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-515,A321,SUSI AIR,COMMERCIAL,A3,True
SYNTH-516,ATR72,SUSI AIR,COMMERCIAL,A3,True
SYNTH-517,ATR42,SUSI AIR,COMMERCIAL,A3,True
SYNTH-518,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-519,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-520,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-521,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-522,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-523,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-524,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-525,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-526,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-527,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-528,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-529,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-530,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-531,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-532,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-533,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-534,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-535,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-536,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-537,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-538,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-539,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-540,B738,SUSI AIR,COMMERCIAL,B1,True
SYNTH-541,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-542,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-543,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-544,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-545,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-546,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-547,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-548,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-549,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-550,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-551,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-552,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-553,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-554,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-555,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-556,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-557,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-558,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-559,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-560,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-561,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-562,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-563,B737,SUSI AIR,COMMERCIAL,B1,True
SYNTH-564,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-565,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-566,A320,SUSI AIR,COMMERCIAL,B1,True
SYNTH-567,ATR42,SUSI AIR,COMMERCIAL,B1,True
SYNTH-568,ATR72,SUSI AIR,COMMERCIAL,B1,True
SYNTH-569,A321,SUSI AIR,COMMERCIAL,B1,True
SYNTH-570,A321,SUSI AIR,COMMERCIAL,B7,True
SYNTH-571,ATR42,SUSI AIR,COMMERCIAL,B7,True
SYNTH-572,A320,SUSI AIR,COMMERCIAL,B7,True
SYNTH-573,A321,SUSI AIR,COMMERCIAL,B7,True
SYNTH-574,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-575,A320,SUSI AIR,COMMERCIAL,B7,True
SYNTH-576,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-577,A320,SUSI AIR,COMMERCIAL,B7,True
SYNTH-578,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-579,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-580,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-581,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-582,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-583,A321,SUSI AIR,COMMERCIAL,B7,True
SYNTH-584,ATR42,SUSI AIR,COMMERCIAL,B7,True
SYNTH-585,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-586,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-587,A321,SUSI AIR,COMMERCIAL,B7,True
SYNTH-588,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-589,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-590,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-591,A320,SUSI AIR,COMMERCIAL,B7,True
SYNTH-592,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-593,A321,SUSI AIR,COMMERCIAL,B7,True
SYNTH-594,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-595,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-596,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-597,ATR42,SUSI AIR,COMMERCIAL,B7,True
SYNTH-598,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-599,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-600,ATR42,SUSI AIR,COMMERCIAL,B7,True
SYNTH-601,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-602,ATR72,SUSI AIR,COMMERCIAL,B7,True
SYNTH-603,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-604,B738,SUSI AIR,COMMERCIAL,B7,True
SYNTH-605,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-606,B737,SUSI AIR,COMMERCIAL,B7,True
SYNTH-607,B738,SUSI AIR,COMMERCIAL,B2,True
SYNTH-608,B737,SUSI AIR,COMMERCIAL,B2,True
SYNTH-609,A321,SUSI AIR,COMMERCIAL,B2,True
SYNTH-610,B737,SUSI AIR,COMMERCIAL,B2,True
SYNTH-611,B738,SUSI AIR,COMMERCIAL,B2,True
SYNTH-612,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-613,A321,SUSI AIR,COMMERCIAL,B2,True
SYNTH-614,B738,SUSI AIR,COMMERCIAL,B2,True
SYNTH-615,A320,SUSI AIR,COMMERCIAL,B2,True
SYNTH-616,ATR42,SUSI AIR,COMMERCIAL,B2,True
SYNTH-617,ATR42,SUSI AIR,COMMERCIAL,B2,True
SYNTH-618,A320,SUSI AIR,COMMERCIAL,B2,True
SYNTH-619,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-620,B737,SUSI AIR,COMMERCIAL,B2,True
SYNTH-621,A320,SUSI AIR,COMMERCIAL,B2,True
SYNTH-622,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-623,A321,SUSI AIR,COMMERCIAL,B2,True
SYNTH-624,A321,SUSI AIR,COMMERCIAL,B2,True
SYNTH-625,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-626,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-627,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-628,B738,SUSI AIR,COMMERCIAL,B2,True
SYNTH-629,A320,SUSI AIR,COMMERCIAL,B2,True
SYNTH-630,ATR42,SUSI AIR,COMMERCIAL,B2,True
SYNTH-631,A320,SUSI AIR,COMMERCIAL,B2,True
SYNTH-632,ATR72,SUSI AIR,COMMERCIAL,B2,True
SYNTH-633,ATR42,SUSI AIR,COMMERCIAL,B2,True
SYNTH-634,ATR72,SUSI AIR,COMMERCIAL,B3,True
SYNTH-635,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-636,A320,SUSI AIR,COMMERCIAL,B3,True
SYNTH-637,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-638,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-639,B738,SUSI AIR,COMMERCIAL,B3,True
SYNTH-640,A321,SUSI AIR,COMMERCIAL,B3,True
SYNTH-641,ATR72,SUSI AIR,COMMERCIAL,B3,True
SYNTH-642,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-643,B738,SUSI AIR,COMMERCIAL,B3,True
SYNTH-644,B738,SUSI AIR,COMMERCIAL,B3,True
SYNTH-645,A320,SUSI AIR,COMMERCIAL,B3,True
SYNTH-646,ATR42,SUSI AIR,COMMERCIAL,B3,True
SYNTH-647,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-648,A321,SUSI AIR,COMMERCIAL,B3,True
SYNTH-649,ATR72,SUSI AIR,COMMERCIAL,B3,True
SYNTH-650,B737,SUSI AIR,COMMERCIAL,B3,True
SYNTH-651,ATR42,SUSI AIR,COMMERCIAL,B3,True
SYNTH-652,ATR72,SUSI AIR,COMMERCIAL,B3,True
SYNTH-653,B738,SUSI AIR,COMMERCIAL,B4,True
SYNTH-654,B737,SUSI AIR,COMMERCIAL,B4,True
SYNTH-655,A321,SUSI AIR,COMMERCIAL,B4,True
SYNTH-656,ATR42,SUSI AIR,COMMERCIAL,B4,True
SYNTH-657,B737,SUSI AIR,COMMERCIAL,B4,True
SYNTH-658,ATR42,SUSI AIR,COMMERCIAL,B4,True
SYNTH-659,ATR72,SUSI AIR,COMMERCIAL,B4,True
SYNTH-660,B737,SUSI AIR,COMMERCIAL,B4,True
SYNTH-661,B738,SUSI AIR,COMMERCIAL,B4,True
SYNTH-662,ATR72,SUSI AIR,COMMERCIAL,B4,True
SYNTH-663,ATR42,SUSI AIR,COMMERCIAL,B4,True
SYNTH-664,ATR72,SUSI AIR,COMMERCIAL,B4,True
SYNTH-665,A320,SUSI AIR,COMMERCIAL,B4,True
SYNTH-666,A320,SUSI AIR,COMMERCIAL,B5,True
SYNTH-667,ATR72,SUSI AIR,COMMERCIAL,B5,True
SYNTH-668,B738,SUSI AIR,COMMERCIAL,B5,True
SYNTH-669,A320,SUSI AIR,COMMERCIAL,B5,True
SYNTH-670,ATR72,SUSI AIR,COMMERCIAL,B5,True
SYNTH-671,B738,SUSI AIR,COMMERCIAL,B5,True
SYNTH-672,ATR42,SUSI AIR,COMMERCIAL,B5,True
SYNTH-673,B737,SUSI AIR,COMMERCIAL,B5,True
SYNTH-674,ATR72,SUSI AIR,COMMERCIAL,B5,True
SYNTH-675,ATR42,SUSI AIR,COMMERCIAL,B6,True
SYNTH-676,B737,SUSI AIR,COMMERCIAL,B6,True
SYNTH-677,A321,SUSI AIR,COMMERCIAL,B6,True
SYNTH-678,A320,SUSI AIR,COMMERCIAL,B6,True
SYNTH-679,ATR72,SUSI AIR,COMMERCIAL,B6,True
SYNTH-680,ATR72,SUSI AIR,COMMERCIAL,B6,True
SYNTH-681,A321,SUSI AIR,COMMERCIAL,B6,True
SYNTH-682,A321,SUSI AIR,COMMERCIAL,B8,True
SYNTH-683,A321,SUSI AIR,COMMERCIAL,B8,True
SYNTH-684,A320,SUSI AIR,COMMERCIAL,B8,True
SYNTH-685,B738,SUSI AIR,COMMERCIAL,B8,True
SYNTH-686,A321,SUSI AIR,COMMERCIAL,B8,True
SYNTH-687,A321,SUSI AIR,COMMERCIAL,B9,True
SYNTH-688,A321,SUSI AIR,COMMERCIAL,B9,True
SYNTH-689,ATR72,SUSI AIR,COMMERCIAL,B9,True
SYNTH-690,ATR72,SUSI AIR,COMMERCIAL,B9,True
SYNTH-691,A321,SUSI AIR,COMMERCIAL,B9,True
SYNTH-692,B738,SUSI AIR,COMMERCIAL,B10,True
SYNTH-693,A320,SUSI AIR,COMMERCIAL,B10,True
SYNTH-694,ATR42,SUSI AIR,COMMERCIAL,B10,True
